iter	Passed	Remaining
2593	65641	187411
2594	65663	187375
2595	65704	187394
2596	65767	187476
2597	65787	187435
2598	65807	187394
2599	65823	187343
2600	65840	187294
2601	65856	187243
2602	65872	187190
2603	65886	187134
2604	65900	187077
2605	65919	187034
2606	65937	186988
2607	65965	186970
2608	65998	186966
2609	66023	186940
2610	66052	186924
2611	66083	186915
2612	66103	186874
2613	66124	186837
2614	66151	186818
2615	66177	186793
2616	66199	186761
2617	66226	186738
2618	66252	186715
2619	66299	186751
2620	66325	186728
2621	66353	186712
2622	66379	186687
2623	66409	186676
2624	66433	186647
2625	66466	186642
2626	66495	186629
2627	66522	186606
2628	66552	186593
2629	66576	186564
2630	66601	186539
2631	66621	186500
2632	66646	186474
2633	66669	186442
2634	66691	186406
2635	66712	186369
2636	66731	186327
2637	66751	186287
2638	66791	186301
2639	66867	186419
2640	66898	186408
2641	66917	186365
2642	66937	186324
2643	66951	186270
2644	66965	186212
2645	66981	186160
2646	67003	186127
2647	67020	186077
2648	67048	186060
2649	67069	186021
2650	67090	185986
2651	67109	185943
2652	67130	185906
2653	67149	185863
2654	67170	185826
2655	67195	185799
2656	67216	185763
2657	67237	185724
2658	67258	185689
2659	67288	185677
2660	67311	185644
2661	67331	185605
2662	67357	185581
2663	67379	185546
2664	67399	185505
2665	67419	185467
2666	67440	185428
2667	67467	185408
2668	67495	185389
2669	67529	185390
2670	67558	185374
2671	67584	185351
2672	67608	185323
2673	67639	185314
2674	67660	185275
2675	67679	185233
2676	67699	185194
2677	67725	185169
2678	67747	185135
2679	67773	185113
2680	67797	185085
2681	67818	185047
2682	67839	185009
2683	67870	185001
2684	68577	186832
2685	68615	186840
2686	68656	186856
2687	68702	186887
2688	68739	186891
2689	68787	186927
2690	68840	186977
2691	68877	186981
2692	68914	186987
2693	68941	186965
2694	68968	186943
2695	68996	186926
2696	69042	186954
2697	69063	186915
2698	69083	186876
2699	69106	186842
2700	69125	186799
2701	69141	186747
2702	69157	186697
2703	69171	186640
2704	69187	186588
2705	69202	186535
2706	69226	186503
2707	69251	186477
2708	69270	186435
2709	69290	186392
2710	69310	186352
2711	69330	186312
2712	69351	186275
2713	69372	186236
2714	69391	186194
2715	69412	186155
2716	69434	186121
2717	69456	186085
2718	69489	186080
2719	69517	186060
2720	69544	186039
2721	69572	186019
2722	69636	186097
2723	69712	186207
2724	69740	186188
2725	69771	186176
2726	69793	186140
2727	69813	186101
2728	69833	186060
2729	69855	186025
2730	69876	185988
2731	69896	185946
2732	69919	185913
2733	69937	185869
2734	69960	185837
2735	69979	185794
2736	70001	185758
2737	70022	185720
2738	70042	185679
2739	70062	185640
2740	70081	185596
2741	70101	185556
2742	70122	185518
2743	70145	185485
2744	70165	185446
2745	70184	185402
2746	70203	185361
2747	70225	185324
2748	70242	185277
2749	70257	185223
2750	70271	185169
2751	70287	185116
2752	70301	185062
2753	70321	185021
2754	70346	184994
2755	70374	184976
2756	70394	184935
2757	70413	184893
2758	70438	184866
2759	70463	184839
2760	70489	184815
2761	70515	184790
2762	70535	184751
2763	70558	184718
2764	70580	184683
2765	70601	184644
2766	70620	184604
2767	70640	184564
2768	70666	184538
2769	70713	184569
2770	70791	184680
2771	70822	184669
2772	70853	184658
2773	70874	184622
2774	70897	184589
2775	70915	184544
2776	70940	184515
2777	70958	184472
2778	70977	184429
2779	70996	184387
2780	71016	184346
2781	71035	184303
2782	71056	184267
2783	71082	184243
2784	71108	184217
2785	71128	184179
2786	71149	184142
2787	71169	184100
2788	71189	184062
2789	71212	184030
2790	71234	183994
2791	71253	183952
2792	71285	183943
2793	71304	183901
2794	71322	183855
2795	71340	183811
2796	71362	183776
2797	71382	183738
2798	71399	183690
2799	71417	183645
2800	71441	183616
2801	71478	183618
2802	71507	183603
2803	71532	183575
2804	71549	183528
2805	71568	183487
2806	71589	183448
2807	71608	183408
2808	71631	183374
2809	71653	183340
2810	71675	183307
2811	71696	183270
2812	71717	183231
2813	71737	183193
2814	71756	183151
2815	71830	183249
2816	71877	183279
2817	71903	183254
2818	71934	183242
2819	71960	183218
2820	71986	183193
2821	72013	183172
2822	72033	183132
2823	72058	183106
2824	72080	183070
2825	72102	183036
2826	72122	182997
2827	72141	182956
2828	72165	182925
2829	72192	182903
2830	72230	182910
2831	72265	182908
2832	72295	182895
2833	72318	182862
2834	72338	182822
2835	72357	182782
2836	72379	182748
2837	72397	182702
2838	72416	182661
2839	72444	182641
2840	72479	182639
2841	72518	182648
2842	72544	182623
2843	72571	182603
2844	72592	182566
2845	72615	182534
2846	72636	182497
2847	72666	182483
2848	72690	182454
2849	72718	182433
2850	72742	182404
2851	72770	182384
2852	72799	182369
2853	72854	182418
2854	72954	182577
2855	73008	182624
2856	73055	182651
2857	73082	182630
2858	73107	182602
2859	73132	182575
2860	73159	182552
2861	73187	182534
2862	73225	182538
2863	73250	182512
2864	73275	182485
2865	73299	182455
2866	73322	182424
2867	73348	182400
2868	73437	182531
2869	73496	182587
2870	73589	182729
2871	73630	182744
2872	73681	182780
2873	73707	182754
2874	73725	182710
2875	73746	182674
2876	73775	182657
2877	73800	182629
2878	73839	182636
2879	73868	182620
2880	73895	182596
2881	73939	182617
2882	74036	182766
2883	74066	182751
2884	74093	182729
2885	74116	182696
2886	74137	182659
2887	74159	182626
2888	74183	182595
2889	74206	182562
2890	74231	182537
2891	74253	182502
2892	74274	182463
2893	74294	182425
2894	74314	182386
2895	74337	182353
2896	74365	182332
2897	74395	182317
2898	74420	182291
2899	74449	182273
2900	74481	182262
2901	74508	182240
2902	74535	182217
2903	74563	182197
2904	74597	182193
2905	74619	182157
2906	74642	182126
2907	74680	182131
2908	74713	182122
2909	74753	182130
2910	74793	182140
2911	74816	182107
2912	74844	182087
2913	74877	182080
2914	74901	182050
2915	74918	182004
2916	74946	181984
2917	74969	181950
2918	74991	181917
2919	75018	181894
2920	75065	181919
2921	75145	182026
2922	75173	182005
2923	75197	181976
2924	75217	181936
2925	75237	181896
2926	75257	181857
2927	75282	181830
2928	75303	181792
2929	75324	181755
2930	75346	181721
2931	75372	181695
2932	75410	181700
2933	75461	181735
2934	75501	181742
2935	75536	181741
2936	75566	181724
2937	75596	181708
2938	75633	181709
2939	75675	181724
2940	75712	181726
2941	75748	181723
2942	75776	181703
2943	75802	181679
2944	75825	181645
2945	75848	181615
2946	75873	181587
2947	75898	181559
2948	76098	181949
2949	76187	182075
2950	76280	182209
2951	76311	182197
2952	76339	182175
2953	76377	182178
2954	76416	182184
2955	76451	182180
2956	76478	182158
2957	76509	182142
2958	76535	182117
2959	76576	182127
2960	76605	182108
2961	76631	182084
2962	76654	182050
2963	76675	182013
2964	76696	181975
2965	76715	181934
2966	76734	181892
2967	76754	181851
2968	76775	181813
2969	76799	181784
2970	76822	181752
2971	76854	181741
2972	76878	181711
2973	76900	181676
2974	76932	181663
2975	76960	181643
2976	76985	181616
2977	77013	181594
2978	77034	181556
2979	77052	181513
2980	77068	181463
2981	77092	181433
2982	77107	181382
2983	77124	181334
2984	77143	181294
2985	77157	181239
2986	77182	181211
2987	77203	181175
2988	77227	181144
2989	77253	181120
2990	77300	181142
2991	77393	181274
2992	77421	181253
2993	77457	181251
2994	77484	181227
2995	77506	181194
2996	77532	181167
2997	77554	181133
2998	77575	181096
2999	77611	181093
3000	77640	181073
3001	77672	181062
3002	77712	181069
3003	77744	181057
3004	77771	181035
3005	77793	180999
3006	77815	180965
3007	77836	180927
3008	77861	180900
3009	77887	180875
3010	77916	180856
3011	77938	180821
3012	77963	180793
3013	77985	180759
3014	78007	180723
3015	78027	180684
3016	78056	180665
3017	78082	180640
3018	78104	180606
3019	78118	180551
3020	78142	180521
3021	78165	180489
3022	78222	180534
3023	78238	180486
3024	78254	180438
3025	78282	180416
3026	78308	180392
3027	78334	180366
3028	78396	180424
3029	78496	180567
3030	78556	180619
3031	78609	180655
3032	78642	180647
3033	78676	180639
3034	78706	180623
3035	78730	180593
3036	78756	180567
3037	78779	180534
3038	78805	180508
3039	78830	180479
3040	78857	180457
3041	78882	180428
3042	78904	180394
3043	78936	180381
3044	78972	180379
3045	79048	180467
3046	79088	180472
3047	79144	180516
3048	79177	180506
3049	79197	180467
3050	79231	180457
3051	79267	180455
3052	79300	180444
3053	79395	180575
3054	79458	180635
3055	79489	180619
3056	79522	180610
3057	79545	180576
3058	79572	180552
3059	79596	180522
3060	79619	180489
3061	79662	180502
3062	79708	180522
3063	79738	180503
3064	79755	180457
3065	79775	180419
3066	79794	180377
3067	79817	180342
3068	79839	180308
3069	79865	180282
3070	79894	180263
3071	79922	180242
3072	79950	180220
3073	79975	180191
3074	79996	180155
3075	80016	180115
3076	80038	180080
3077	80058	180041
3078	80078	180000
3079	80107	179981
3080	80136	179962
3081	80162	179936
3082	80187	179907
3083	80224	179907
3084	80244	179867
3085	80267	179834
3086	80323	179874
3087	80356	179865
3088	80377	179828
3089	80399	179794
3090	80464	179853
3091	80537	179933
3092	80567	179916
3093	80617	179942
3094	80660	179954
3095	80707	179976
3096	80860	180231
3097	80934	180312
3098	80969	180305
3099	80999	180289
3100	81091	180408
3101	81127	180405
3102	81168	180412
3103	81197	180393
3104	81238	180399
3105	81272	180390
3106	81297	180362
3107	81335	180362
3108	81383	180383
3109	81406	180351
3110	81426	180309
3111	81445	180268
3112	81464	180227
3113	81482	180182
3114	81501	180139
3115	81551	180166
3116	81635	180268
3117	81676	180274
3118	81712	180269
3119	81735	180237
3120	81767	180222
3121	81789	180188
3122	81809	180149
3123	81830	180110
3124	81849	180069
3125	81871	180033
3126	81890	179992
3127	81913	179958
3128	81931	179914
3129	81950	179872
3130	81970	179832
3131	81990	179793
3132	82010	179752
3133	82030	179712
3134	82048	179669
3135	82069	179631
3136	82091	179597
3137	82120	179576
3138	82148	179553
3139	82172	179524
3140	82207	179515
3141	82245	179516
3142	82271	179490
3143	82292	179451
3144	82312	179413
3145	82334	179376
3146	82355	179339
3147	82376	179302
3148	82394	179257
3149	82413	179216
3150	82434	179178
3151	82455	179141
3152	82476	179103
3153	82496	179065
3154	82515	179024
3155	82538	178991
3156	82558	178950
3157	82590	178937
3158	82625	178929
3159	82724	179061
3160	82756	179047
3161	82782	179022
3162	82804	178986
3163	82824	178947
3164	82844	178907
3165	82864	178868
3166	82891	178844
3167	82917	178817
3168	82940	178784
3169	82960	178744
3170	82978	178700
3171	82997	178659
3172	83015	178616
3173	83036	178578
3174	83056	178537
3175	83076	178498
3176	83095	178457
3177	83124	178436
3178	83150	178410
3179	83174	178379
3180	83211	178377
3181	83238	178352
3182	83269	178337
3183	83296	178312
3184	83327	178298
3185	83359	178282
3186	83389	178266
3187	83413	178233
3188	83433	178194
3189	83455	178160
3190	83473	178117
3191	83495	178081
3192	83517	178046
3193	83536	178006
3194	83553	177958
3195	83574	177922
3196	83595	177885
3197	83625	177867
3198	83654	177847
3199	83689	177840
3200	83721	177825
3201	83782	177874
3202	83860	177958
3203	83891	177941
3204	83919	177920
3205	83942	177886
3206	83960	177844
3207	83983	177811
3208	84003	177772
3209	84024	177733
3210	84043	177692
3211	84068	177663
3212	84086	177620
3213	84110	177590
3214	84137	177566
3215	84167	177548
3216	84192	177519
3217	84216	177487
3218	84235	177447
3219	84257	177410
3220	84280	177377
3221	84300	177340
3222	84328	177317
3223	84357	177297
3224	84387	177278
3225	84419	177265
3226	84444	177235
3227	84466	177201
3228	84489	177169
3229	84509	177130
3230	84530	177093
3231	84550	177053
3232	84568	177011
3233	84589	176974
3234	84611	176938
3235	84628	176894
3236	84649	176857
3237	84670	176820
3238	84690	176779
3239	84710	176741
3240	84732	176707
3241	84754	176672
3242	84774	176632
3243	84796	176598
3244	84816	176559
3245	84837	176522
3246	84876	176523
3247	84957	176611
3248	84987	176592
3249	85012	176564
3250	85036	176533
3251	85055	176492
3252	85077	176457
3253	85101	176427
3254	85128	176403
3255	85154	176377
3256	85175	176339
3257	85195	176301
3258	85214	176259
3259	85237	176227
3260	85256	176186
3261	85276	176147
3262	85297	176110
3263	85318	176073
3264	85347	176052
3265	85368	176016
3266	85386	175975
3267	85414	175951
3268	85442	175930
3269	85467	175901
3270	85486	175860
3271	85515	175839
3272	85534	175798
3273	85553	175758
3274	85572	175717
3275	85592	175679
3276	85614	175644
3277	85635	175608
3278	85655	175569
3279	85675	175530
3280	85695	175491
3281	85713	175449
3282	85733	175409
3283	85752	175369
3284	85786	175359
3285	85810	175330
3286	85841	175314
3287	85864	175280
3288	86549	176599
3289	86596	176613
3290	86624	176592
3291	86646	176556
3292	86669	176523
3293	86690	176486
3294	86712	176450
3295	86731	176409
3296	86750	176368
3297	86771	176330
3298	86794	176299
3299	86815	176261
3300	86836	176224
3301	86854	176181
3302	86873	176141
3303	86892	176100
3304	86913	176063
3305	86933	176024
3306	86960	175998
3307	86977	175952
3308	86998	175916
3309	87019	175879
3310	87057	175876
3311	87084	175851
3312	87116	175836
3313	87143	175811
3314	87171	175789
3315	87190	175748
3316	87212	175712
3317	87231	175671
3318	87251	175632
3319	87272	175595
3320	87292	175557
3321	87317	175528
3322	87336	175488
3323	87357	175450
3324	87377	175411
3325	87399	175376
3326	87418	175336
3327	87438	175297
3328	87460	175262
3329	87483	175229
3330	87506	175196
3331	87526	175157
3332	87546	175120
3333	87567	175082
3334	87629	175127
3335	87696	175183
3336	87723	175158
3337	87748	175128
3338	87766	175086
3339	87786	175048
3340	87806	175008
3341	87825	174967
3342	87845	174929
3343	87864	174888
3344	87893	174866
3345	87915	174832
3346	87934	174792
3347	87955	174754
3348	87976	174717
3349	88010	174707
3350	88036	174681
3351	88062	174653
3352	88082	174614
3353	88095	174563
3354	88109	174512
3355	88123	174461
3356	88141	174417
3357	88158	174374
3358	88183	174344
3359	88202	174304
3360	88230	174282
3361	88247	174237
3362	88261	174186
3363	88274	174135
3364	88296	174099
3365	88318	174064
3366	88337	174026
3367	88363	173999
3368	88404	174001
3369	88433	173981
3370	88461	173956
3371	88481	173919
3372	88504	173887
3373	88525	173850
3374	88549	173819
3375	88570	173783
3376	88593	173749
3377	88614	173713
3378	88633	173673
3379	88649	173627
3380	88669	173588
3381	88702	173575
3382	88783	173656
3383	88840	173690
3384	88869	173670
3385	88893	173638
3386	88920	173614
3387	88945	173584
3388	88978	173572
3389	89020	173577
3390	89058	173572
3391	89096	173569
3392	89124	173546
3393	89146	173511
3394	89179	173499
3395	89202	173466
3396	89317	173613
3397	89472	173836
3398	89556	173921
3399	89593	173916
3400	89629	173908
3401	89652	173876
3402	89687	173867
3403	89711	173835
3404	89738	173809
3405	89764	173784
3406	89824	173821
3407	89942	173973
3408	89993	173993
3409	90021	173970
3410	90051	173951
3411	90089	173948
3412	90118	173926
3413	90146	173903
3414	90174	173880
3415	90203	173857
3416	90222	173817
3417	90243	173781
3418	90266	173748
3419	90286	173709
3420	90306	173671
3421	90328	173635
3422	90358	173615
3423	90378	173578
3424	90399	173539
3425	90418	173499
3426	90437	173460
3427	90457	173420
3428	90477	173383
3429	90500	173348
3430	90520	173311
3431	90540	173272
3432	90562	173237
3433	90581	173197
3434	90596	173147
3435	90613	173105
3436	90630	173059
3437	90645	173012
3438	90675	172991
3439	90724	173009
3440	90764	173009
3441	90799	172999
3442	90826	172973
3443	90862	172966
3444	90894	172949
3445	90919	172921
3446	90998	172995
3447	91082	173078
3448	91125	173082
3449	91162	173077
3450	91198	173068
3451	91235	173061
3452	91267	173046
3453	91297	173026
3454	91321	172996
3455	91349	172971
3456	91377	172948
3457	91403	172920
3458	91437	172908
3459	91459	172874
3460	91484	172844
3461	91504	172805
3462	91529	172778
3463	91552	172745
3464	91575	172712
3465	91608	172698
3466	91633	172668
3467	91663	172648
3468	91683	172609
3469	91697	172560
3470	91711	172510
3471	91732	172473
3472	91747	172426
3473	91763	172379
3474	91780	172335
3475	91798	172293
3476	91822	172263
3477	91847	172233
3478	91869	172198
3479	91896	172174
3480	91923	172148
3481	91953	172129
3482	91990	172121
3483	92019	172101
3484	92046	172074
3485	92109	172116
3486	92199	172210
3487	92242	172214
3488	92281	172210
3489	92315	172198
3490	92358	172203
3491	92380	172169
3492	92400	172129
3493	92421	172093
3494	92442	172057
3495	92471	172035
3496	92497	172007
3497	92518	171970
3498	92541	171937
3499	92564	171905
3500	92586	171870
3501	92605	171830
3502	92632	171805
3503	92652	171766
3504	92671	171727
3505	92693	171692
3506	92712	171651
3507	92732	171613
3508	92756	171582
3509	92780	171550
3510	92810	171531
3511	92830	171493
3512	92846	171447
3513	92864	171406
3514	92894	171386
3515	92916	171351
3516	92947	171333
3517	92977	171313
3518	93020	171318
3519	93045	171288
3520	93073	171264
3521	93097	171234
3522	93127	171213
3523	93153	171187
3524	93177	171155
3525	93212	171144
3526	93306	171242
3527	93368	171282
3528	93392	171250
3529	93435	171254
3530	93470	171243
3531	93509	171239
3532	93537	171216
3533	93563	171189
3534	93587	171157
3535	93616	171136
3536	93640	171104
3537	93665	171076
3538	93690	171047
3539	93712	171011
3540	93733	170975
3541	93751	170934
3542	93775	170902
3543	93803	170878
3544	93829	170852
3545	93856	170826
3546	93878	170791
3547	93898	170753
3548	93921	170720
3549	93945	170688
3550	93966	170653
3551	93998	170637
3552	94025	170612
3553	94054	170589
3554	94071	170546
3555	94088	170502
3556	94103	170455
3557	94116	170404
3558	94137	170367
3559	94159	170333
3560	94181	170299
3561	94200	170259
3562	94225	170230
3563	94245	170191
3564	94283	170185
3565	94303	170148
3566	94323	170109
3567	94364	170110
3568	94443	170177
3569	94505	170215
3570	94531	170187
3571	94553	170153
3572	94572	170113
3573	94590	170073
3574	94612	170038
3575	94634	170003
3576	94653	169962
3577	94679	169935
3578	94707	169912
3579	94738	169893
3580	94774	169884
3581	94796	169850
3582	94817	169814
3583	94836	169775
3584	94856	169736
3585	94887	169717
3586	94926	169713
3587	94957	169696
3588	94982	169665
3589	95004	169632
3590	95030	169604
3591	95051	169569
3592	95073	169533
3593	95094	169497
3594	95114	169460
3595	95134	169421
3596	95153	169382
3597	95180	169356
3598	95197	169313
3599	95216	169273
3600	95237	169237
3601	95253	169192
3602	95270	169149
3603	95285	169102
3604	95299	169054
3605	95317	169013
3606	95337	168975
3607	95353	168929
3608	95374	168894
3609	95398	168862
3610	95417	168823
3611	95454	168815
3612	95548	168908
3613	95602	168930
3614	95628	168903
3615	95648	168865
3616	95669	168830
3617	95688	168790
3618	95711	168757
3619	95730	168718
3620	95750	168680
3621	95770	168642
3622	95790	168605
3623	95850	168637
3624	95903	168657
3625	95950	168668
3626	95982	168650
3627	96017	168639
3628	96113	168734
3629	96158	168740
3630	96214	168765
3631	96246	168750
3632	96274	168725
3633	96303	168703
3634	96329	168675
3635	96359	168655
3636	96378	168616
3637	96397	168576
3638	96415	168534
3639	96430	168489
3640	96454	168457
3641	96469	168411
3642	96490	168375
3643	96517	168348
3644	96550	168333
3645	96584	168321
3646	96671	168399
3647	96732	168433
3648	96762	168413
3649	96788	168385
3650	96829	168384
3651	96860	168364
3652	96883	168333
3653	96925	168332
3654	96954	168310
3655	96984	168290
3656	97013	168267
3657	97040	168242
3658	97076	168233
3659	97099	168199
3660	97118	168159
3661	97147	168137
3662	97173	168110
3663	97211	168103
3664	97241	168084
3665	97277	168072
3666	97321	168076
3667	97354	168061
3668	97378	168029
3669	97403	168001
3670	97434	167982
3671	97465	167964
3672	97490	167934
3673	97510	167896
3674	97538	167872
3675	97572	167858
3676	97599	167832
3677	97634	167820
3678	97673	167815
3679	97702	167793
3680	97790	167871
3681	97880	167954
3682	97915	167941
3683	97946	167923
3684	97974	167898
3685	97999	167869
3686	98018	167830
3687	98042	167800
3688	98061	167760
3689	98081	167722
3690	98103	167687
3691	98130	167662
3692	98155	167632
3693	98184	167609
3694	98213	167588
3695	98245	167570
3696	98271	167542
3697	98314	167544
3698	98345	167524
3699	98371	167496
3700	98408	167488
3701	98448	167484
3702	98483	167472
3703	98522	167467
3704	98551	167444
3705	98576	167415
3706	98608	167398
3707	98629	167361
3708	98644	167315
3709	98662	167274
3710	98738	167332
3711	98880	167499
3712	99122	167837
3713	99144	167803
3714	99166	167769
3715	99193	167742
3716	99219	167714
3717	99240	167679
3718	99264	167647
3719	99287	167613
3720	99307	167576
3721	99333	167548
3722	99351	167507
3723	99370	167467
3724	99394	167435
3725	99412	167395
3726	99430	167354
3727	99452	167319
3728	99473	167282
3729	99491	167240
3730	99511	167203
3731	99533	167169
3732	99560	167142
3733	99576	167099
3734	99602	167071
3735	99638	167060
3736	99661	167026
3737	99674	166977
3738	99689	166931
3739	99706	166887
3740	99721	166842
3741	99761	166837
3742	99784	166805
3743	99803	166765
3744	99827	166734
3745	99844	166692
3746	99863	166651
3747	99880	166609
3748	99903	166576
3749	99928	166546
3750	99959	166528
3751	100093	166679
3752	100151	166706
3753	100191	166701
3754	100215	166669
3755	100248	166653
3756	100283	166640
3757	100356	166691
3758	100416	166719
3759	100478	166751
3760	100562	166820
3761	100597	166806
3762	100631	166792
3763	100667	166780
3764	100734	166820
3765	100788	166838
3766	100821	166822
3767	100847	166794
3768	100878	166775
3769	100914	166763
3770	100948	166748
3771	101026	166805
3772	101240	167087
3773	101269	167065
3774	101340	167111
3775	101404	167145
3776	101446	167143
3777	101489	167143
3778	101529	167138
3779	101576	167144
3780	101610	167128
3781	101718	167234
3782	101786	167277
3783	101859	167325
3784	101912	167340
3785	101943	167321
3786	101970	167293
3787	101995	167264
3788	102017	167228
3789	102039	167194
3790	102062	167160
3791	102089	167133
3792	102107	167092
3793	102129	167057
3794	102149	167018
3795	102169	166981
3796	102188	166941
3797	102216	166916
3798	103170	168402
3799	103243	168450
3800	103272	168424
3801	103288	168381
3802	103304	168335
3803	103331	168307
3804	103349	168266
3805	103369	168226
3806	103386	168183
3807	103400	168134
3808	103430	168111
3809	103452	168076
3810	103479	168048
3811	103505	168020
3812	103526	167983
3813	103545	167942
3814	103569	167909
3815	103588	167869
3816	103611	167836
3817	103632	167798
3818	103669	167787
3819	103696	167760
3820	103729	167742
3821	103747	167701
3822	103769	167665
3823	103801	167645
3824	103827	167616
3825	103847	167577
3826	103867	167539
3827	103887	167500
3828	103907	167462
3829	103934	167434
3830	103954	167396
3831	103973	167355
3832	103997	167323
3833	104016	167283
3834	104038	167248
3835	104060	167212
3836	104080	167174
3837	104101	167137
3838	104124	167104
3839	104149	167073
3840	104171	167037
3841	104188	166994
3842	104232	166993
3843	104316	167058
3844	104365	167065
3845	104394	167041
3846	104411	166998
3847	104427	166954
3848	104449	166918
3849	104465	166873
3850	104483	166831
3851	104500	166788
3852	104513	166739
3853	104535	166703
3854	104560	166672
3855	104583	166639
3856	104603	166601
3857	104623	166562
3858	104643	166523
3859	104683	166516
3860	104713	166495
3861	104758	166496
3862	104793	166481
3863	104849	166499
3864	104891	166496
3865	104948	166517
3866	105030	166576
3867	105157	166707
3868	105262	166803
3869	105295	166785
3870	105326	166764
3871	105371	166765
3872	105456	166829
3873	105507	166840
3874	105542	166825
3875	105560	166783
3876	105577	166739
3877	105592	166693
3878	105616	166661
3879	105704	166730
3880	105762	166751
3881	105808	166752
3882	105840	166733
3883	105864	166700
3884	105913	166708
3885	105935	166672
3886	105951	166628
3887	105986	166612
3888	106011	166581
3889	106034	166547
3890	106056	166512
3891	106081	166481
3892	106101	166443
3893	106121	166404
3894	106149	166378
3895	106169	166339
3896	106190	166302
3897	106211	166265
3898	106230	166225
3899	106251	166188
3900	106276	166156
3901	106297	166120
3902	106316	166080
3903	106342	166050
3904	106362	166013
3905	106385	165978
3906	106405	165940
3907	106426	165903
3908	106450	165871
3909	106471	165833
3910	106509	165823
3911	106592	165882
3912	106666	165927
3913	106724	165949
3914	106771	165953
3915	106820	165959
3916	106874	165973
3917	106921	165976
3918	106985	166007
3919	107033	166011
3920	107066	165992
3921	107139	166035
3922	107183	166035
3923	107213	166010
3924	107236	165977
3925	107262	165947
3926	107288	165918
3927	107316	165893
3928	107342	165863
3929	107370	165836
3930	107400	165813
3931	107423	165780
3932	107447	165747
3933	107471	165714
3934	107492	165678
3935	107517	165646
3936	107539	165611
3937	107564	165580
3938	107589	165549
3939	107612	165515
3940	107653	165509
3941	107744	165579
3942	107813	165616
3943	107847	165599
3944	107887	165592
3945	107951	165620
3946	108028	165668
3947	108089	165693
3948	108147	165713
3949	108179	165691
3950	108236	165710
3951	108300	165739
3952	108335	165723
3953	108394	165743
3954	108424	165720
3955	108456	165700
3956	108544	165765
3957	108579	165749
3958	108638	165771
3959	108972	166210
3960	109022	166217
3961	109056	166199
3962	109090	166182
3963	109123	166162
3964	109159	166147
3965	109209	166154
3966	109228	166114
3967	109255	166085
3968	109272	166042
3969	109292	166003
3970	109380	166067
3971	109435	166082
3972	109481	166082
3973	109529	166086
3974	109581	166094
3975	109672	166163
3976	109740	166197
3977	109766	166167
3978	109796	166142
3979	109824	166116
3980	109889	166145
3981	109984	166219
3982	110025	166212
3983	110069	166208
3984	110116	166211
3985	110173	166226
3986	110203	166203
3987	110248	166201
3988	110278	166178
3989	110303	166146
3990	110334	166123
3991	110357	166088
3992	110377	166049
3993	110402	166018
3994	110440	166005
3995	110465	165974
3996	110496	165951
3997	110548	165960
3998	110607	165980
3999	110641	165962
4000	110666	165931
4001	110695	165904
4002	110720	165873
4003	110747	165845
4004	110771	165812
4005	110793	165774
4006	111274	166425
4007	111301	166397
4008	111331	166372
4009	111363	166351
4010	111413	166356
4011	111448	166339
4012	111471	166304
4013	111519	166306
4014	111543	166274
4015	111563	166234
4016	111588	166202
4017	111604	166157
4018	111626	166120
4019	111645	166078
4020	111664	166038
4021	111683	165997
4022	111701	165956
4023	111716	165909
4024	111733	165865
4025	111764	165841
4026	111792	165815
4027	111822	165791
4028	111859	165776
4029	111887	165748
4030	111910	165714
4031	111936	165684
4032	111959	165649
4033	111995	165634
4034	112015	165593
4035	112040	165561
4036	112059	165522
4037	112079	165482
4038	112100	165444
4039	112122	165408
4040	112155	165388
4041	112191	165372
4042	112287	165445
4043	112433	165591
4044	112477	165588
4045	112512	165570
4046	112537	165539
4047	112563	165508
4048	112591	165480
4049	112609	165438
4050	112628	165398
4051	112648	165358
4052	112667	165318
4053	112695	165291
4054	112714	165249
4055	112734	165210
4056	112753	165169
4057	112771	165127
4058	112791	165088
4059	112813	165052
4060	112832	165011
4061	112849	164968
4062	112868	164927
4063	112882	164879
4064	112902	164839
4065	112919	164796
4066	112933	164749
4067	112949	164704
4068	112975	164674
4069	113014	164662
4070	113045	164639
4071	113077	164617
4072	113103	164587
4073	113136	164567
4074	113173	164552
4075	113195	164517
4076	113222	164487
4077	113253	164465
4078	113288	164446
4079	113312	164413
4080	113335	164380
4081	113360	164347
4082	113383	164313
4083	113443	164332
4084	113553	164423
4085	113588	164406
4086	113630	164398
4087	113666	164382
4088	113705	164371
4089	113747	164364
4090	113792	164361
4091	113840	164361
4092	113892	164368
4093	113919	164339
4094	113945	164310
4095	113995	164313
4096	114014	164273
4097	114031	164229
4098	114059	164202
4099	114075	164156
4100	114091	164112
4101	114107	164068
4102	114146	164055
4103	114163	164012
4104	114185	163976
4105	114220	163958
4106	114246	163928
4107	114267	163890
4108	114285	163849
4109	114318	163829
4110	114338	163789
4111	114358	163751
4112	114378	163711
4113	114400	163675
4114	114420	163636
4115	114439	163596
4116	114462	163561
4117	114493	163537
4118	114521	163510
4119	114550	163484
4120	114625	163523
4121	114719	163591
4122	114748	163564
4123	114778	163540
4124	114799	163502
4125	114819	163463
4126	114839	163424
4127	114862	163389
4128	114884	163353
4129	114912	163325
4130	114933	163287
4131	114953	163249
4132	114974	163212
4133	114995	163174
4134	115017	163139
4135	115037	163100
4136	115058	163061
4137	115077	163022
4138	115094	162979
4139	115110	162933
4140	115128	162892
4141	115145	162849
4142	115162	162806
4143	115178	162761
4144	115200	162725
4145	115220	162686
4146	115236	162642
