iter	Logloss
165	0.6461764131
166	0.6459983821
167	0.6458105681
168	0.6456394967
169	0.6454930786
170	0.6452290219
171	0.6450499037
172	0.6448596092
173	0.6447228872
174	0.644534169
175	0.644379296
176	0.6441883655
177	0.6440260135
178	0.6438883672
179	0.6437114181
180	0.6435422426
181	0.6433416228
182	0.6431779223
183	0.6430154867
184	0.642879454
185	0.6427192063
186	0.6425493211
187	0.6423892302
188	0.6422463015
189	0.6420418107
190	0.640060438
191	0.638106973
192	0.636198939
193	0.6343289261
194	0.6325161771
195	0.6323303125
196	0.6321988553
197	0.6304145139
198	0.628674768
199	0.6285501533
200	0.6268517967
201	0.625184334
202	0.6250283412
203	0.6233997076
204	0.6217955115
205	0.6216816854
206	0.6215561053
207	0.6213496488
208	0.6211488057
209	0.6209651835
210	0.6207748214
211	0.6205884501
212	0.6204080125
213	0.6202282981
214	0.6200521731
215	0.6198697389
216	0.6196938933
217	0.6195251906
218	0.6193731819
219	0.6192089755
220	0.6176122686
221	0.6174479399
222	0.6172796908
223	0.6171203223
224	0.6169706724
225	0.6168112325
226	0.6166469353
227	0.6165075722
228	0.6163866111
229	0.6162171678
230	0.6160683622
231	0.6159402901
232	0.6158079815
233	0.6156633038
234	0.6155557517
235	0.6153926282
236	0.6152498651
237	0.6150928413
238	0.6149824358
239	0.6148637433
240	0.614719991
241	0.6145812065
242	0.6144589343
243	0.6142848374
244	0.6141397534
245	0.6140074277
246	0.6138651762
247	0.6137246258
248	0.6136049716
249	0.6120059437
250	0.6118619889
251	0.6117005409
252	0.6115690631
253	0.6114328542
254	0.6112763579
255	0.6111169018
256	0.6109472573
257	0.6108041713
258	0.6092324561
259	0.609090385
260	0.6089553442
261	0.6088300772
262	0.6086753906
263	0.6085372046
264	0.6084274161
265	0.6082795608
266	0.6081296206
267	0.6065858601
268	0.6064662953
269	0.6063286339
270	0.6048264141
271	0.6033404059
272	0.6032118971
273	0.6030911203
274	0.6029531638
275	0.602828997
276	0.6027007182
277	0.6025448481
278	0.6024340134
279	0.6022971898
280	0.6021959248
281	0.6020801633
282	0.6019454207
283	0.6018086787
284	0.6016539461
285	0.6015055982
286	0.6013873566
287	0.6012602818
288	0.6011412889
289	0.6010096997
290	0.6009061956
291	0.6007329844
292	0.6006156708
293	0.6005017328
294	0.6003821348
295	0.6002808007
296	0.60017046
297	0.6000540508
298	0.5998781675
299	0.5997082928
300	0.5995563856
301	0.599443066
302	0.5993434833
303	0.5991945239
304	0.5977324803
305	0.5976082072
306	0.5975119134
307	0.5974114262
308	0.5973260424
309	0.5972093013
310	0.5970899495
311	0.5969604503
312	0.5968700197
313	0.5967641338
314	0.5966274799
315	0.5965291747
316	0.5964149342
317	0.5963247469
318	0.5962046046
319	0.5960640129
320	0.5959677314
321	0.5958480676
322	0.5957111324
323	0.5955946913
324	0.5954813072
325	0.5953445302
326	0.5952577301
327	0.5951282656
328	0.5950023721
329	0.5948757518
330	0.5947715681
331	0.5946854585
332	0.594598054
333	0.5945197723
334	0.5944312664
335	0.5943001338
336	0.5941849447
337	0.5927407142
338	0.5926287227
339	0.5924933453
340	0.5922804215
341	0.5921425924
342	0.5919810934
343	0.5905845595
344	0.5904716968
345	0.5903662205
346	0.5902628867
347	0.5900936671
348	0.5899906531
349	0.5898632122
350	0.589760518
351	0.5896573294
352	0.5895455439
353	0.5894593366
354	0.5893341837
355	0.5891250501
356	0.589036546
357	0.5889089766
358	0.5887963543
359	0.5886889169
360	0.5873024493
361	0.5872073662
362	0.5871068221
363	0.5870241498
364	0.5856646964
365	0.585557415
366	0.5854658234
367	0.5853480824
368	0.5852497806
369	0.5851275944
370	0.5850470478
371	0.5848930178
372	0.5847885943
373	0.5846842727
374	0.5845343613
375	0.584335447
376	0.5842074826
377	0.5840996888
378	0.5840152786
379	0.5839020054
380	0.5838095477
381	0.5824563914
382	0.5823484606
383	0.5822454303
384	0.5821707629
385	0.5820886878
386	0.5819433635
387	0.5818362973
388	0.5817724442
389	0.5815889371
390	0.5815110721
391	0.5813915539
392	0.5812667361
393	0.5811654054
394	0.581093151
395	0.5809975938
396	0.5809075841
397	0.5808101979
398	0.5806882264
399	0.5805819344
400	0.5805100333
401	0.5791888542
402	0.5790904106
403	0.5790216672
404	0.5789442878
405	0.5788454464
406	0.5775482899
407	0.577454006
408	0.5773555416
409	0.5772388402
410	0.5771605987
411	0.576981323
412	0.5769037977
413	0.5768342318
414	0.5767530158
415	0.5766696148
416	0.576592947
417	0.5764567986
418	0.5763872434
419	0.5762349133
420	0.576094808
421	0.576031588
422	0.5759390043
423	0.5758598963
424	0.5757704947
425	0.5745095418
426	0.5744100513
427	0.574261444
428	0.5741692361
429	0.5729265714
430	0.5728573805
431	0.5727875526
432	0.5727236467
433	0.5726163958
434	0.5725130749
435	0.5724028894
436	0.5711830607
437	0.5711039993
438	0.5710073073
439	0.5709398056
440	0.5708418621
441	0.5707608844
442	0.5706597666
443	0.5705418807
444	0.5704519531
445	0.5703781875
446	0.5703166031
447	0.5702049491
448	0.5701365173
449	0.5700679248
450	0.5699643998
451	0.5698303566
452	0.5686462063
453	0.5685510916
454	0.5684690453
455	0.5683909751
456	0.5683035465
457	0.5682072486
458	0.568113957
459	0.5680280769
460	0.5679354056
461	0.5678088967
462	0.5677148808
463	0.5676194584
464	0.56754867
465	0.5674424939
466	0.5673479158
467	0.5671757354
468	0.5670615704
469	0.5669676551
470	0.5668412865
471	0.5666747586
472	0.5665756499
473	0.566501796
474	0.5664159775
475	0.5663547824
476	0.5662734056
477	0.566188779
478	0.5660506892
479	0.565985016
480	0.5658965186
481	0.5658319751
482	0.564700249
483	0.5635927585
484	0.5635078844
485	0.5634377064
486	0.563329546
487	0.5632169863
488	0.5631126935
489	0.5630263769
490	0.5629552263
491	0.5628855567
492	0.5627986874
493	0.5627323222
494	0.5626322172
495	0.5625572264
496	0.5624674649
497	0.5623932363
498	0.5623334805
499	0.5622597157
500	0.5611237979
501	0.5610328587
502	0.5609606552
503	0.5598444468
504	0.5597724438
505	0.5596854185
506	0.5596364138
507	0.5585494665
508	0.5584631379
509	0.5583705276
510	0.5582829387
511	0.5582258308
512	0.5580709743
513	0.5579819912
514	0.5578922473
515	0.557836494
516	0.5577540259
517	0.5576951392
518	0.5566211273
519	0.5565352854
520	0.5564539907
521	0.5563644275
522	0.5562520537
523	0.5561783482
524	0.5560884818
525	0.5560079775
526	0.5558535459
527	0.5557685718
528	0.5556977643
529	0.5556194562
530	0.5545519774
531	0.5544757947
532	0.5544065788
533	0.5543294112
534	0.5542602218
535	0.5541732705
536	0.5540851481
537	0.5540075532
538	0.5539466204
539	0.5538639694
540	0.552814973
541	0.5527483706
542	0.552603946
543	0.5525485543
544	0.5524440518
545	0.5523480901
546	0.552292589
547	0.5512625491
548	0.5512162088
549	0.5511557338
550	0.5510695037
551	0.5509891227
552	0.5508941369
553	0.5508285897
554	0.5507617454
555	0.5507003422
556	0.550622662
557	0.5505557275
558	0.5504631867
559	0.55034797
560	0.5502986706
561	0.5502014245
562	0.5501328889
563	0.5500642245
564	0.5499811095
565	0.5498889174
566	0.5498388214
567	0.549762901
568	0.5497000664
569	0.5496472793
570	0.549559873
571	0.5495084327
572	0.5484847645
573	0.5484013714
574	0.5483170019
575	0.5482587845
576	0.5481549745
577	0.548099854
578	0.5470956734
579	0.5461653185
580	0.5461026585
581	0.546026113
582	0.545939118
583	0.5458578843
584	0.545777206
585	0.5457198387
586	0.5456625733
587	0.5455874967
588	0.5455051082
589	0.5454516591
590	0.5454010916
591	0.5453450999
592	0.54526888
593	0.5452121963
594	0.5451570633
595	0.5451029457
596	0.5450221516
597	0.5449485501
598	0.5448753417
599	0.544819718
600	0.5447576935
601	0.5446208872
602	0.5445472375
603	0.5444717741
604	0.5443378393
605	0.5442877695
606	0.5441978481
607	0.5440809741
608	0.5439902609
609	0.5439352478
610	0.543885201
611	0.5437742456
612	0.5437236797
613	0.5436366084
614	0.5426635188
615	0.5425539656
616	0.542480876
617	0.5424142412
618	0.5423072075
619	0.5422256883
620	0.5412681407
621	0.5412143505
622	0.5411340549
623	0.541086347
624	0.5410091784
625	0.5409578547
626	0.5409052697
627	0.5399669873
628	0.5390475969
629	0.5390024941
630	0.5389275598
631	0.5388460942
632	0.5387763556
633	0.5387014747
634	0.5386037577
635	0.538543128
636	0.5384782135
637	0.538388956
638	0.5383415615
639	0.5382693384
640	0.5382242703
641	0.5381177425
642	0.538073364
643	0.538014766
644	0.5379708984
645	0.53786838
646	0.5378250228
647	0.5377483526
648	0.5376740183
649	0.5376013727
650	0.5375308644
651	0.5374792931
652	0.5374252271
653	0.5365147244
654	0.5364473422
655	0.5363688343
656	0.5362895065
657	0.5362343933
658	0.5361338292
659	0.5360582821
660	0.535222853
661	0.5351719117
662	0.535103232
663	0.5350578292
664	0.5350155378
665	0.534964437
666	0.534862957
667	0.5339902325
668	0.5339222865
669	0.5338519149
670	0.533780324
671	0.5337379201
672	0.5329210856
673	0.5328322549
674	0.5327484293
675	0.5327009981
676	0.5326042069
677	0.53249397
678	0.5324458991
679	0.532365967
680	0.5323229898
681	0.5322491744
682	0.5322021907
683	0.5321294803
684	0.5320906278
685	0.5320294436
686	0.5319676157
687	0.5318771519
688	0.531838584
689	0.5317921624
690	0.5317456119
691	0.5316769104
692	0.5316095366
693	0.5315427217
694	0.5314830859
695	0.5314281513
696	0.531354202
697	0.5312901476
698	0.5304287736
699	0.5303770181
700	0.530300583
701	0.5302322207
702	0.5301467922
703	0.5300842529
704	0.5300263762
705	0.529962485
706	0.5298949775
707	0.5298186697
708	0.5297647052
709	0.5296998699
710	0.5296164463
711	0.5295618246
712	0.5295019204
713	0.5294510424
714	0.5293941994
715	0.5293272242
716	0.529208138
717	0.5291528326
718	0.5283042075
719	0.5282463453
720	0.5282040194
721	0.5281521612
722	0.528105313
723	0.5279945166
724	0.5279508891
725	0.527856225
726	0.5278127745
727	0.5277474335
728	0.5276747439
729	0.5276326601
730	0.5268026226
731	0.5267600972
732	0.5267041884
733	0.5266443453
734	0.5265876534
735	0.5265330057
736	0.5264850399
737	0.5264010299
738	0.5263507684
739	0.5262542664
740	0.5262034901
741	0.5261536001
742	0.5260821511
743	0.5260444632
744	0.5252307455
745	0.5251409727
746	0.5250737794
747	0.525008101
748	0.5249176698
749	0.5248709713
750	0.5248151816
751	0.5247234666
752	0.5246795448
753	0.5246131577
754	0.5245702868
755	0.5245208771
756	0.5244673253
757	0.5244181099
758	0.5243596215
759	0.5243167464
760	0.5242706518
761	0.5242287053
762	0.5241841273
763	0.5241439213
764	0.5240866965
765	0.5232819884
766	0.5231822543
767	0.5223951041
768	0.5223225608
769	0.5215552981
770	0.5214878107
771	0.521438842
772	0.5213976536
773	0.5213268674
774	0.5212516076
775	0.521199215
776	0.5211342059
777	0.5210915038
778	0.5210293495
779	0.5209752472
780	0.5209129177
781	0.5208610749
782	0.5207520387
783	0.5206802098
784	0.520588629
785	0.5205312906
786	0.5204843867
787	0.5204252486
788	0.5203648469
789	0.5203100354
790	0.5202736503
791	0.5202349481
792	0.5201884232
793	0.520150109
794	0.5200690227
795	0.5200150003
796	0.5199620135
797	0.5191962038
798	0.5191493994
799	0.5191021038
800	0.5190590634
801	0.5190216835
802	0.5189816664
803	0.5189150468
804	0.5188455253
805	0.5187718815
806	0.5187322369
807	0.5186936639
808	0.5186350793
809	0.518598078
810	0.5185449372
811	0.518476011
812	0.5184135352
813	0.5183338454
814	0.5182961905
815	0.5175492018
816	0.5175060346
817	0.5167755841
818	0.5167330762
819	0.5166549919
820	0.5165890584
821	0.5165386737
822	0.5164957521
823	0.5164417652
824	0.5164034826
825	0.5163529473
826	0.5163164499
827	0.5162750131
828	0.5161970249
829	0.5161242316
830	0.5160644522
831	0.5160001775
832	0.5159568242
833	0.515889298
834	0.5158302553
835	0.5157805829
836	0.5156927724
837	0.5156433215
838	0.5155932027
839	0.5155441157
840	0.5154782523
841	0.5154317778
842	0.515368612
843	0.5153123229
844	0.5152317416
845	0.5151959165
846	0.5151377183
847	0.5150797757
848	0.5150349773
849	0.5149831661
850	0.5149483835
851	0.5148562795
852	0.5148098291
853	0.5147609581
854	0.5140331147
855	0.5139795208
856	0.5132690489
857	0.5132339236
858	0.5131697185
859	0.5131322935
860	0.5130990231
861	0.5130518142
862	0.5129652169
863	0.5129085168
864	0.5128487888
865	0.5127908002
866	0.5127058412
867	0.5120369211
868	0.5119849749
869	0.5118992365
870	0.5118582428
871	0.511803062
872	0.5117523562
873	0.5117154617
874	0.5116768389
875	0.5116393562
876	0.511598065
877	0.511565691
878	0.511509458
879	0.5114621602
880	0.5114164753
881	0.5113659263
882	0.5112930067
883	0.511255569
884	0.5112020759
885	0.5111372025
886	0.5110938414
887	0.5103883169
888	0.5103154705
889	0.5102411985
890	0.5102034814
891	0.5101503996
892	0.5101037219
893	0.5094141293
894	0.5093795538
895	0.5093451074
896	0.5092680272
897	0.5092197753
898	0.5091685159
899	0.509133871
900	0.5090709558
901	0.5089935877
902	0.5089503915
903	0.5088893549
904	0.5088406543
905	0.5087855136
906	0.5087113749
907	0.5086748807
908	0.5085990645
909	0.5085364926
910	0.5084953956
911	0.5078233424
912	0.5077394007
913	0.5077083781
914	0.5076637127
915	0.5076184073
916	0.5069594939
917	0.5068846354
918	0.5068475448
919	0.5068161755
920	0.5067536414
921	0.5067012062
922	0.5066498906
923	0.5065899628
924	0.5065448212
925	0.5064982258
926	0.5064458692
927	0.5064071828
928	0.5063569855
929	0.5063061146
930	0.5056472225
931	0.5056052843
932	0.5055230368
933	0.5054760016
934	0.5054400864
935	0.5054018748
936	0.5053202471
937	0.5052666432
938	0.5052299344
939	0.5051569168
940	0.5051141753
941	0.5050794117
942	0.5050465013
943	0.5050113189
944	0.5049499168
945	0.5049029049
946	0.5048648839
947	0.5048323374
948	0.5047819178
949	0.5047358531
950	0.5047000676
951	0.5046272118
952	0.504584871
953	0.5045466495
954	0.5045124113
955	0.5044739909
956	0.5044051862
957	0.5043420152
958	0.5043070458
959	0.5042618208
960	0.5041964416
961	0.5041596933
962	0.5041259951
963	0.5040730809
964	0.5039873677
965	0.5039416176
966	0.5038914071
967	0.5038127107
968	0.5037626133
969	0.5037107589
970	0.5036346783
971	0.5036005328
972	0.503536318
973	0.5035087467
974	0.5034669978
975	0.5034007289
976	0.5033697975
977	0.5027221123
978	0.5026496942
979	0.5019463622
980	0.5013277593
981	0.5012777524
982	0.5012338406
983	0.5011919054
984	0.5011411581
985	0.5010592176
986	0.5010113408
987	0.5009623006
988	0.500916871
989	0.500885691
990	0.5008400946
991	0.5007747011
992	0.5007369434
993	0.5006572018
994	0.5006262458
995	0.5005579928
996	0.5005252199
997	0.5004796311
998	0.5004492792
999	0.5004040608
1000	0.5003337991
1001	0.5002921835
1002	0.50025258
1003	0.5002022765
1004	0.5001613578
1005	0.5000840344
1006	0.50004712
1007	0.4994317049
1008	0.498827719
1009	0.4987876092
1010	0.4987460457
1011	0.4986995013
1012	0.4986261237
1013	0.4980262545
1014	0.4974442343
1015	0.4974010668
1016	0.4973541541
1017	0.4973136861
1018	0.4972630353
1019	0.4972131501
1020	0.4971707985
1021	0.4971090382
1022	0.4970762173
1023	0.4970339517
1024	0.4970041913
1025	0.4969659515
1026	0.496905799
1027	0.4968728114
1028	0.4968221341
1029	0.4967817806
1030	0.4967101691
1031	0.4966632644
1032	0.4960211341
1033	0.4959567281
1034	0.4958939937
1035	0.495848172
1036	0.495808193
1037	0.4957477976
1038	0.495683659
1039	0.4956402172
1040	0.4955705568
1041	0.4955252652
1042	0.4954760715
1043	0.4954400244
1044	0.4953997991
1045	0.4953601068
1046	0.4952845325
1047	0.4952550579
1048	0.4952233411
1049	0.4951676113
1050	0.4950911157
1051	0.4950594685
1052	0.4949855779
1053	0.4949486579
1054	0.4949209354
1055	0.4948872617
1056	0.4948524539
1057	0.4948090037
1058	0.4942677627
1059	0.4942033754
1060	0.4941609526
1061	0.4940998291
1062	0.4940678841
1063	0.4940350763
1064	0.4939921191
1065	0.4939484506
1066	0.4939085884
1067	0.4938788671
1068	0.4938038753
1069	0.4937354982
1070	0.4937038604
1071	0.493637742
1072	0.493067636
1073	0.493037848
1074	0.4929704205
1075	0.4928984742
1076	0.4928507349
1077	0.4927947957
1078	0.4927659139
1079	0.4922155539
1080	0.4921761858
1081	0.4921343535
1082	0.4920574042
1083	0.4919949585
1084	0.4919582596
1085	0.4918869555
1086	0.4918517076
1087	0.4917762565
1088	0.4917326858
1089	0.4916965166
1090	0.4916347438
1091	0.491577069
1092	0.4915312936
1093	0.4914886675
1094	0.4914508177
1095	0.4913880765
1096	0.4913523296
1097	0.4913221993
1098	0.4908077155
1099	0.4907756327
1100	0.4907352104
1101	0.490697157
1102	0.4906307917
1103	0.4905963462
1104	0.4905393256
1105	0.4904909879
1106	0.4904606727
1107	0.490431735
1108	0.4903936278
1109	0.4903268827
1110	0.490285755
1111	0.4902523195
1112	0.4902071379
1113	0.4901594884
1114	0.4901110004
1115	0.4900727053
1116	0.4900351578
1117	0.4900000751
1118	0.489941993
1119	0.489899392
1120	0.4898533217
1121	0.4898120802
1122	0.4897795805
1123	0.4897463363
1124	0.4897186798
1125	0.4896852739
1126	0.4896196445
1127	0.4895772678
1128	0.4895325949
1129	0.4894685902
1130	0.4889265143
1131	0.4888629754
1132	0.4888173778
1133	0.4887859728
1134	0.4887200003
1135	0.4886810562
1136	0.4886523854
1137	0.4885917893
1138	0.4885607644
1139	0.4885267959
1140	0.4884642453
1141	0.4883959988
1142	0.488365917
1143	0.4883070804
1144	0.4882354799
1145	0.4881832744
1146	0.4881532694
1147	0.4881160135
1148	0.4880712491
1149	0.4880222277
1150	0.4879440752
1151	0.4874122761
1152	0.4873459845
1153	0.4873013857
1154	0.4872445004
1155	0.4871837065
1156	0.4871234513
1157	0.4870502204
1158	0.4870209678
1159	0.4869925298
1160	0.4869330457
1161	0.4868940638
1162	0.4868667435
1163	0.4868312428
1164	0.4867694673
1165	0.4866994288
1166	0.4866412911
1167	0.4866068827
1168	0.486552028
1169	0.4865158278
1170	0.4864805239
1171	0.4864376883
1172	0.4863790618
1173	0.4863229061
1174	0.4862897901
1175	0.4862168589
1176	0.4861762279
1177	0.4861157611
1178	0.4860757831
1179	0.4855480943
1180	0.4854909868
1181	0.4854566081
1182	0.4853985299
1183	0.4853428752
1184	0.4852783038
1185	0.4852197133
1186	0.4847040499
1187	0.4846712645
1188	0.4846306027
1189	0.484574531
1190	0.484544402
1191	0.4845066325
1192	0.484468093
1193	0.4844324983
1194	0.4843981322
1195	0.4838849158
1196	0.4838495206
1197	0.4838116154
1198	0.4837688882
1199	0.4837301692
1200	0.4836955584
1201	0.4831910169
1202	0.4827018363
1203	0.4826578411
1204	0.4826207124
1205	0.482582355
1206	0.4820420756
1207	0.4820005233
1208	0.481966126
1209	0.4819299254
1210	0.4818961646
1211	0.481362201
1212	0.48133031
1213	0.4812943499
1214	0.4812598384
1215	0.4812218615
1216	0.481179573
1217	0.4811212331
1218	0.4810797114
1219	0.4810404825
1220	0.4810107691
1221	0.4809703919
1222	0.480914518
1223	0.4803865553
1224	0.4803525703
1225	0.4803180552
1226	0.4802636181
1227	0.4802324251
1228	0.4801905145
1229	0.4801522657
1230	0.4800894272
1231	0.4800560909
1232	0.4799999346
1233	0.4799355413
1234	0.4798873292
1235	0.479828446
1236	0.4797779214
1237	0.4797407799
1238	0.4797008024
1239	0.4796192137
1240	0.4795592552
1241	0.4795060824
1242	0.4794655915
1243	0.4789958039
1244	0.4789389014
1245	0.4789068218
1246	0.4784491822
1247	0.4784154423
1248	0.4783687037
1249	0.4783346061
1250	0.4782828534
1251	0.4782061636
1252	0.4781505331
1253	0.4781172002
1254	0.4780772569
1255	0.4775730821
1256	0.477539953
1257	0.4774840033
1258	0.4774320195
1259	0.4773801604
1260	0.4773495982
1261	0.4773009297
1262	0.4772618131
1263	0.4772199013
1264	0.4767189369
1265	0.4766858223
1266	0.4766533811
1267	0.4765909321
1268	0.4765615583
1269	0.4765254991
1270	0.4764712629
1271	0.4764154427
1272	0.476385167
1273	0.4763530708
1274	0.476307698
1275	0.476239692
1276	0.4761906811
1277	0.4761352426
1278	0.4760998492
1279	0.4760686095
1280	0.4760388988
1281	0.4756232674
1282	0.4755849208
1283	0.4755284975
1284	0.475477942
1285	0.4754227441
1286	0.4753860421
1287	0.4753193653
1288	0.475275108
1289	0.4752385199
1290	0.4752078886
1291	0.4751544591
1292	0.4747205161
1293	0.4746814458
1294	0.4746210051
1295	0.4745837517
1296	0.4745440631
1297	0.4745054469
1298	0.4744760478
1299	0.4744122865
1300	0.4743577927
1301	0.4743218904
1302	0.4742838239
1303	0.4742264875
1304	0.4741716732
1305	0.474135753
1306	0.4740883303
1307	0.4736551913
1308	0.4736206694
1309	0.473569569
1310	0.4735398866
1311	0.4735091699
1312	0.4734580259
1313	0.473032798
1314	0.4729956652
1315	0.4729395607
1316	0.4725273425
1317	0.4721171647
1318	0.4720848558
1319	0.4720528277
1320	0.4720212585
1321	0.4719845846
1322	0.4719166191
1323	0.4718854762
1324	0.4718421956
1325	0.4718126419
1326	0.471782027
1327	0.4717283151
1328	0.4713264055
1329	0.4712981916
1330	0.471259332
1331	0.4712226519
1332	0.4711878356
1333	0.4711509191
1334	0.4711205929
1335	0.4706718738
1336	0.470623943
1337	0.4705903608
1338	0.4705500634
1339	0.4705195027
1340	0.4704683761
1341	0.4704157275
1342	0.4703854128
1343	0.4703319992
1344	0.4702860378
1345	0.4702577384
1346	0.4702296648
1347	0.4697872919
1348	0.4697562476
1349	0.4697264529
1350	0.4696697879
1351	0.469621063
1352	0.4695889301
1353	0.4695441596
1354	0.4694893281
1355	0.4694448271
1356	0.46905724
1357	0.4686731456
1358	0.4686373237
1359	0.4686003643
1360	0.4685522857
1361	0.4685225312
1362	0.4684980499
1363	0.4684710594
1364	0.4684418905
1365	0.4684126034
1366	0.4683476844
1367	0.4683145459
1368	0.4682672304
1369	0.4682217206
1370	0.4681793087
1371	0.4681527459
1372	0.4681247206
1373	0.4680830958
1374	0.467704848
1375	0.4676752179
1376	0.4676396794
1377	0.4675960892
1378	0.4675444735
1379	0.4674930382
1380	0.4670721205
1381	0.4670426953
1382	0.4669983976
1383	0.4669633365
1384	0.4665938403
1385	0.4665585059
1386	0.4665070768
1387	0.4664779633
1388	0.4664390913
1389	0.4663865693
1390	0.4663578298
1391	0.4663223742
1392	0.4662641502
1393	0.4662298382
1394	0.4662030269
1395	0.4661440581
1396	0.4657813108
1397	0.4657524466
1398	0.4657008554
1399	0.4656364735
1400	0.4656077971
1401	0.4655810865
1402	0.4655377294
1403	0.4651335941
1404	0.4650957029
1405	0.465068728
1406	0.4650397664
1407	0.4650076782
1408	0.464981827
1409	0.4649535986
1410	0.4649267716
1411	0.4648932554
1412	0.4648638377
1413	0.4648263492
1414	0.4647694999
1415	0.4647400342
1416	0.4647107689
1417	0.4643104337
1418	0.4642622253
1419	0.4642337643
1420	0.4642084768
1421	0.4641806906
1422	0.4641317998
1423	0.4641047737
1424	0.4640760721
1425	0.4640424941
1426	0.4640182603
1427	0.4639680555
1428	0.4639156357
1429	0.4638865398
1430	0.4638424827
1431	0.4634450054
1432	0.4634111239
1433	0.463371558
1434	0.4633438403
1435	0.4633100749
1436	0.4632830925
1437	0.4632517294
1438	0.4631893247
1439	0.4631459018
1440	0.4631011608
1441	0.4630689151
1442	0.4630435944
1443	0.4629938737
1444	0.4626493698
1445	0.4626216799
1446	0.462565287
1447	0.4625381706
1448	0.4624957735
1449	0.4624452423
1450	0.4623854866
1451	0.4623435354
1452	0.4623112798
1453	0.4622857715
1454	0.4622327058
1455	0.4622063255
1456	0.4621364061
1457	0.4620811519
1458	0.4620471829
1459	0.4620141628
1460	0.461971577
1461	0.4615899943
1462	0.4615393234
1463	0.4615024072
1464	0.4614719095
1465	0.4610931514
1466	0.4610673211
1467	0.461026155
1468	0.4609762309
1469	0.4609438909
1470	0.4609173275
1471	0.4608750881
1472	0.4608275316
1473	0.4607989279
1474	0.4607311344
1475	0.4606946418
1476	0.4606456348
1477	0.4605969996
1478	0.4605426297
1479	0.4604876876
1480	0.4601520313
1481	0.4601012223
1482	0.4597766007
1483	0.459735808
1484	0.4597002223
1485	0.4596480777
1486	0.4595999394
1487	0.4595718048
1488	0.4595124717
1489	0.4594803243
1490	0.4591593445
1491	0.4591335728
1492	0.4591056424
1493	0.4590738691
1494	0.4590396733
1495	0.4589887223
1496	0.458938457
1497	0.4589136658
1498	0.4588643106
1499	0.4588297028
1500	0.4587964995
1501	0.4587682603
1502	0.4584477404
1503	0.4584196144
1504	0.4583700349
1505	0.4583434127
1506	0.4582879456
1507	0.458255264
1508	0.4582210784
1509	0.4581936326
1510	0.4581625934
1511	0.4581365671
1512	0.4581008414
1513	0.4580755981
